2/1/2023 13:58 | \errorHandler.js(37) | kHeRsQZRRsso3DhvXqo8YlrKWqnXkzyD | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/register | POST | Request : {"userName":"prasanna","password":"prasanna@123"} | Error : {"message":"SequelizeDatabaseError: Table 'cube_84.auth' doesn't exist","stack":"Error: SequelizeDatabaseError: Table 'cube_84.auth' doesn't exist\n    at AuthService.register (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:20:15)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.registerUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:28:17)"}
2/1/2023 17:44 | \errorHandler.js(37) | O9tCH4L7bRjxq10bNFfSCjl1T6l6Pqdj | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"username":"pras","password":"pras@123"} | Error : {"message":"Error: WHERE parameter \"email\" has invalid \"undefined\" value","stack":"Error: Error: WHERE parameter \"email\" has invalid \"undefined\" value\n    at AuthService.register (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:36:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:56:18)"}
2/1/2023 17:47 | \errorHandler.js(37) | RqJwOiYORbsDOwIC08C4XJETb8wkhzHl | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"email":"pras@gmail.com","password":"pras@123"} | Error : {"message":"SequelizeValidationError: notNull Violation: auth.role cannot be null,\nnotNull Violation: auth.userName cannot be null","stack":"Error: SequelizeValidationError: notNull Violation: auth.role cannot be null,\nnotNull Violation: auth.userName cannot be null\n    at AuthService.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:74:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:56:18)"}
2/1/2023 17:49 | \errorHandler.js(37) | V9hEKyHAtsgSrESmRfkYPOD442Sepmxi | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"email":"pras@gmail.com","password":"prssas@123"} | Error : {"message":"ReferenceError: res is not defined","stack":"Error: ReferenceError: res is not defined\n    at AuthService.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:71:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:56:18)"}
2/1/2023 17:50 | \errorHandler.js(37) | gf07BcqSSGSwXYOn81JQGIwZxS0qTidH | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"email":"pras@gmail.com","password":"prssas@123"} | Error : {"message":"Cannot set headers after they are sent to the client","stack":"Error [ERR_HTTP_HEADERS_SENT]: Cannot set headers after they are sent to the client\n    at new NodeError (node:internal/errors:388:5)\n    at ServerResponse.setHeader (node:_http_outgoing:603:11)\n    at ServerResponse.header (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\response.js:794:10)\n    at ServerResponse.send (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\response.js:174:12)\n    at ServerResponse.json (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\response.js:278:15)\n    at Response.success (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\responses\\responses.js:9:31)\n    at AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:66:23)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"}
2/1/2023 17:53 | \errorHandler.js(37) | PRmoKIe3EGnxJSYU0fzqW8BJLfm1wtls | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"email":"pras@gmail.com","password":"prssas@123"} | Error : {"message":"Cannot set headers after they are sent to the client","stack":"Error [ERR_HTTP_HEADERS_SENT]: Cannot set headers after they are sent to the client\n    at new NodeError (node:internal/errors:388:5)\n    at ServerResponse.setHeader (node:_http_outgoing:603:11)\n    at ServerResponse.header (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\response.js:794:10)\n    at ServerResponse.send (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\response.js:174:12)\n    at ServerResponse.json (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\response.js:278:15)\n    at Response.success (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\responses\\responses.js:9:31)\n    at AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:66:23)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"}
2/1/2023 17:53 | \errorHandler.js(37) | hZ0OBCsG6786Njdo2ISWQQvL4cQB1Dab | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"email":"pras@gmail.com","password":"pras@123"} | Error : {"message":"TypeError: secret must be a string or bufferor a KeyObject","stack":"Error: TypeError: secret must be a string or bufferor a KeyObject\n    at AuthService.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:79:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:56:18)"}
2/1/2023 17:56 | \errorHandler.js(37) | BXzbZC8STx6yxP29CEjGb4IG7OHgZJEL | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"email":"pras@gmail.com","password":"pras@123"} | Error : {"message":"ReferenceError: user is not defined","stack":"Error: ReferenceError: user is not defined\n    at AuthService.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:80:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:56:18)"}
2/1/2023 17:56 | \errorHandler.js(37) | VtBvh45gwlhDTZFbDSbdFpI7ZidGXJDk | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"email":"pras@gmail.com","password":"pras@123"} | Error : {"message":"ReferenceError: user is not defined","stack":"Error: ReferenceError: user is not defined\n    at AuthService.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:80:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:56:18)"}
2/1/2023 17:57 | \errorHandler.js(37) | fvrD1nq1aGksGrZreXViRhMT70l2Cmci | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"email":"pras@gmail.com","password":"pras@123"} | Error : {"message":"ReferenceError: user is not defined","stack":"Error: ReferenceError: user is not defined\n    at AuthService.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:80:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:56:18)"}
2/1/2023 18:00 | \errorHandler.js(37) | 0tusXeOtIrHykJAK1FZqP56QS4R7pNKo | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/user/auth/login | POST | Request : {"email":"pras@gmail.com","password":"praaas@123"} | Error : {"message":"Converting circular structure to JSON\n    --> starting at object with constructor 'Socket'\n    |     property '_writableState' -> object with constructor 'WritableState'\n    |     property 'afterWriteTickInfo' -> object with constructor 'Object'\n    --- property 'stream' closes the circle","stack":"TypeError: Converting circular structure to JSON\n    --> starting at object with constructor 'Socket'\n    |     property '_writableState' -> object with constructor 'WritableState'\n    |     property 'afterWriteTickInfo' -> object with constructor 'Object'\n    --- property 'stream' closes the circle\n    at JSON.stringify (<anonymous>)\n    at stringify (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\response.js:1150:12)\n    at ServerResponse.json (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\response.js:271:14)\n    at Response.success (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\responses\\responses.js:9:31)\n    at AuthController.loginUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:58:23)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"}
2/1/2023 18:29 | \errorHandler.js(37) | zXDRUhdgwUzlaqF1joYyVidCq4cuCa91 | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"Error: WHERE parameter \"email\" has invalid \"undefined\" value","stack":"Error: Error: WHERE parameter \"email\" has invalid \"undefined\" value\n    at AuthService.register (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:37:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.registerUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:33:16)"}
2/1/2023 18:56 | \errorHandler.js(37) | 3q0nZ8MuLjcvJQaACoU07VZyhBMO87HN | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"Error: WHERE parameter \"email\" has invalid \"undefined\" value","stack":"Error: Error: WHERE parameter \"email\" has invalid \"undefined\" value\n    at AuthService.register (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\auth.service.js:37:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async AuthController.registerUser (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\auth.controller.js:33:16)"}
2/1/2023 19:18 | \errorHandler.js(37) | MJJZDK7QD9RZDi4CbiDGS3oPt0BNCUjm | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"excelToJson is not defined","stack":"ReferenceError: excelToJson is not defined\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:35:20)\n    at Layer.handle [as handle_request] (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at next (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\route.js:144:13)\n    at C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\utils\\uploadFiles.js:25:3\n    at Immediate._onImmediate (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\multer\\lib\\make-middleware.js:53:37)\n    at process.processImmediate (node:internal/timers:473:21)"}
2/1/2023 19:19 | \errorHandler.js(37) | CE2hLZX3xhpfsZdyNRV5PRgRIvCSY50R | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":":: 'sourceFile' or 'source' required for _config :: ","stack":"Error: :: 'sourceFile' or 'source' required for _config :: \n    at convertExcelToJson (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\convert-excel-to-json\\lib\\convert-excel-to-json.js:126:19)\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:36:20)\n    at Layer.handle [as handle_request] (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at next (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\route.js:144:13)\n    at C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\utils\\uploadFiles.js:25:3\n    at Immediate._onImmediate (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\multer\\lib\\make-middleware.js:53:37)\n    at process.processImmediate (node:internal/timers:473:21)"}
2/1/2023 19:28 | \errorHandler.js(37) | ohBAoWwoZAjRdDOiSTjerbhFGvdwiqfo | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"xlsx is not defined","stack":"ReferenceError: xlsx is not defined\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:39:18)\n    at Layer.handle [as handle_request] (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at next (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\route.js:144:13)\n    at C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\utils\\uploadFiles.js:25:3\n    at Immediate._onImmediate (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\multer\\lib\\make-middleware.js:53:37)\n    at process.processImmediate (node:internal/timers:473:21)"}
2/1/2023 19:50 | \errorHandler.js(37) | E3pyGWOWpfqo0p2AOj8k5ZMiGHrnmYQS | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"ReferenceError: xlsx is not defined","stack":"Error: ReferenceError: xlsx is not defined\n    at ProductService.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\product.service.js:38:11)\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:39:42)\n    at Layer.handle [as handle_request] (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at next (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\route.js:144:13)\n    at C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\utils\\uploadFiles.js:25:3\n    at Immediate.<anonymous> (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\multer\\lib\\make-middleware.js:53:37)\n    at process.processImmediate (node:internal/timers:473:21)"}
2/1/2023 19:51 | \errorHandler.js(37) | ksWY1p0NlDBpIQuN7vLzaoT2btd7g7xL | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"ReferenceError: file is not defined","stack":"Error: ReferenceError: file is not defined\n    at ProductService.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\product.service.js:39:11)\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:39:42)\n    at Layer.handle [as handle_request] (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at next (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\route.js:144:13)\n    at C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\utils\\uploadFiles.js:25:3\n    at Immediate.<anonymous> (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\multer\\lib\\make-middleware.js:53:37)\n    at process.processImmediate (node:internal/timers:473:21)"}
2/1/2023 19:51 | \errorHandler.js(37) | kTIi5Y3vG2zgK8iYTGHfgGmZEDmEdVUX | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"TypeError: Cannot read properties of undefined (reading 'path')","stack":"Error: TypeError: Cannot read properties of undefined (reading 'path')\n    at ProductService.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\product.service.js:39:11)\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:39:42)\n    at Layer.handle [as handle_request] (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at next (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\route.js:144:13)\n    at C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\utils\\uploadFiles.js:25:3\n    at Immediate.<anonymous> (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\multer\\lib\\make-middleware.js:53:37)\n    at process.processImmediate (node:internal/timers:473:21)"}
2/1/2023 19:53 | \errorHandler.js(37) | bi1QOnWMHNdvagYwSv40IdieHxTnQ5WI | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"ReferenceError: excelToJson is not defined","stack":"Error: ReferenceError: excelToJson is not defined\n    at ProductService.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\product.service.js:39:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:41:12)"}
2/1/2023 19:57 | \errorHandler.js(37) | 1ekzOg2vkXyGhNX9fSwd59q4PBH4BSCB | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"TypeError: Cannot read properties of undefined (reading 'productName')","stack":"Error: TypeError: Cannot read properties of undefined (reading 'productName')\n    at ProductService.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\product.service.js:38:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:41:12)"}
2/1/2023 19:58 | \errorHandler.js(37) | s8ITRjRNgT9zt9PdWcXhSRHk8uzOfxVC | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"xlsx is not defined","stack":"ReferenceError: xlsx is not defined\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:42:18)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"}
2/1/2023 19:59 | \errorHandler.js(37) | LBrgHPCxO2jaqXxszT8agC03AYgbeSCP | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"xlsx is not defined","stack":"ReferenceError: xlsx is not defined\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:42:18)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"}
2/1/2023 20:07 | \errorHandler.js(37) | gFjTfXG4ODqYlVMuz2MtLkQ8wLA35Ny6 | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"sheet_name_list is not defined","stack":"ReferenceError: sheet_name_list is not defined\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:39:36)\n    at Layer.handle [as handle_request] (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at next (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\express\\lib\\router\\route.js:144:13)\n    at C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\utils\\uploadFiles.js:25:3\n    at Immediate._onImmediate (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\node_modules\\multer\\lib\\make-middleware.js:53:37)\n    at process.processImmediate (node:internal/timers:473:21)"}
2/1/2023 20:07 | \errorHandler.js(37) | A6mfLz81pUD1fWVbAHX5CJhr1LFpPM5o | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"SequelizeValidationError: notNull Violation: product.price cannot be null","stack":"Error: SequelizeValidationError: notNull Violation: product.price cannot be null\n    at ProductService.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\service\\product.service.js:30:11)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at async ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:49:17)"}
2/1/2023 20:08 | \errorHandler.js(37) | RhqngEafPvh6sttbKeQRf4E8khIT2Mgt | [error] | IP - ::1 | URL : http://localhost:2167/auth/api/v1/admin/product/addProduct | POST | Request : {} | Error : {"message":"result is not defined","stack":"ReferenceError: result is not defined\n    at ProductController.addProduct (C:\\Users\\DB-L-194\\OneDrive\\Desktop\\Cube84_sql\\src\\controllers\\product.controller.js:71:27)\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)"}
